"sim_id","p","s","n","rep","method","TP","FP","FN","SEN","SPE","SHD","runtime_sec"
601,10,0.555555555555556,2500,1,"copc",2,16,20,0.0909090909090909,0.764705882352941,22,0.0945749282836914
601,10,0.555555555555556,2500,1,"latent_pc",6,9,16,0.272727272727273,0.86764705882353,17,0.0609450340270996
601,10,0.555555555555556,2500,1,"tau_score",13,20,9,0.590909090909091,0.705882352941177,24,0.0292141437530518
601,10,0.555555555555556,2500,1,"copula_score",15,12,7,0.681818181818182,0.823529411764706,13,0.0163919925689697
601,10,0.555555555555556,2500,1,"sem_score",14,14,8,0.636363636363636,0.794117647058823,17,0.314013004302979
601,10,0.555555555555556,2500,1,"mmhc_sem_01",10,5,12,0.454545454545455,0.926470588235294,14,0.165047883987427
601,10,0.555555555555556,2500,1,"mmhc_sem_05",7,9,15,0.318181818181818,0.86764705882353,21,0.171032905578613
601,10,0.555555555555556,2500,1,"mmhc_sem_01_raw",8,7,14,0.363636363636364,0.897058823529412,17,0.151458024978638
601,10,0.555555555555556,2500,1,"mmhc_sem_05_raw",8,8,14,0.363636363636364,0.88235294117647,17,0.193356990814209
601,10,0.555555555555556,2500,1,"mmhc_gauss_01",8,7,14,0.363636363636364,0.897058823529412,19,0.0647530555725098
601,10,0.555555555555556,2500,1,"mmhc_gauss_05",8,8,14,0.363636363636364,0.88235294117647,19,0.0689730644226074
602,10,0.555555555555556,2500,2,"copc",4,16,24,0.142857142857143,0.741935483870968,25,0.125509977340698
602,10,0.555555555555556,2500,2,"latent_pc",8,10,20,0.285714285714286,0.838709677419355,17,0.069627046585083
602,10,0.555555555555556,2500,2,"tau_score",10,29,18,0.357142857142857,0.532258064516129,35,0.0212831497192383
602,10,0.555555555555556,2500,2,"copula_score",8,18,20,0.285714285714286,0.709677419354839,26,0.0171310901641846
602,10,0.555555555555556,2500,2,"sem_score",9,17,19,0.321428571428571,0.725806451612903,26,0.309194087982178
602,10,0.555555555555556,2500,2,"mmhc_sem_01",9,8,19,0.321428571428571,0.870967741935484,21,0.173192024230957
602,10,0.555555555555556,2500,2,"mmhc_sem_05",10,8,18,0.357142857142857,0.870967741935484,20,0.210165977478027
602,10,0.555555555555556,2500,2,"mmhc_sem_01_raw",8,8,20,0.285714285714286,0.870967741935484,23,0.173553943634033
602,10,0.555555555555556,2500,2,"mmhc_sem_05_raw",10,7,18,0.357142857142857,0.887096774193548,19,0.273002147674561
602,10,0.555555555555556,2500,2,"mmhc_gauss_01",11,7,17,0.392857142857143,0.887096774193548,21,0.0761051177978516
602,10,0.555555555555556,2500,2,"mmhc_gauss_05",12,7,16,0.428571428571429,0.887096774193548,20,0.104727029800415
603,10,0.555555555555556,2500,3,"copc",2,16,23,0.08,0.753846153846154,22,0.107877969741821
603,10,0.555555555555556,2500,3,"latent_pc",5,12,20,0.2,0.815384615384615,27,0.0727441310882568
603,10,0.555555555555556,2500,3,"tau_score",9,26,16,0.36,0.6,32,0.0214381217956543
603,10,0.555555555555556,2500,3,"copula_score",9,17,16,0.36,0.738461538461539,26,0.0129790306091309
603,10,0.555555555555556,2500,3,"sem_score",5,22,20,0.2,0.661538461538462,29,0.445396900177002
603,10,0.555555555555556,2500,3,"mmhc_sem_01",4,13,21,0.16,0.8,27,0.192103147506714
603,10,0.555555555555556,2500,3,"mmhc_sem_05",5,13,20,0.2,0.8,27,0.236048936843872
603,10,0.555555555555556,2500,3,"mmhc_sem_01_raw",4,10,21,0.16,0.846153846153846,25,0.189373016357422
603,10,0.555555555555556,2500,3,"mmhc_sem_05_raw",5,10,20,0.2,0.846153846153846,24,0.327940940856934
603,10,0.555555555555556,2500,3,"mmhc_gauss_01",9,8,16,0.36,0.876923076923077,22,0.0837130546569824
603,10,0.555555555555556,2500,3,"mmhc_gauss_05",6,12,19,0.24,0.815384615384615,24,0.0961141586303711
604,10,0.555555555555556,2500,4,"copc",2,14,15,0.117647058823529,0.808219178082192,15,0.0615248680114746
604,10,0.555555555555556,2500,4,"latent_pc",5,11,12,0.294117647058824,0.849315068493151,12,0.0658619403839111
604,10,0.555555555555556,2500,4,"tau_score",10,13,7,0.588235294117647,0.821917808219178,17,0.0192580223083496
604,10,0.555555555555556,2500,4,"copula_score",12,10,5,0.705882352941177,0.863013698630137,12,0.020355224609375
604,10,0.555555555555556,2500,4,"sem_score",9,14,8,0.529411764705882,0.808219178082192,16,0.526108980178833
604,10,0.555555555555556,2500,4,"mmhc_sem_01",8,8,9,0.470588235294118,0.89041095890411,14,0.189682006835938
604,10,0.555555555555556,2500,4,"mmhc_sem_05",8,8,9,0.470588235294118,0.89041095890411,14,0.192660808563232
604,10,0.555555555555556,2500,4,"mmhc_sem_01_raw",8,7,9,0.470588235294118,0.904109589041096,12,0.193455934524536
604,10,0.555555555555556,2500,4,"mmhc_sem_05_raw",8,7,9,0.470588235294118,0.904109589041096,12,0.192994117736816
604,10,0.555555555555556,2500,4,"mmhc_gauss_01",5,11,12,0.294117647058824,0.849315068493151,17,0.0704038143157959
604,10,0.555555555555556,2500,4,"mmhc_gauss_05",5,11,12,0.294117647058824,0.849315068493151,17,0.0734310150146484
605,10,0.555555555555556,2500,5,"copc",5,12,26,0.161290322580645,0.796610169491525,31,0.0876588821411133
605,10,0.555555555555556,2500,5,"latent_pc",5,10,26,0.161290322580645,0.830508474576271,27,0.0420010089874268
605,10,0.555555555555556,2500,5,"tau_score",12,24,19,0.387096774193548,0.593220338983051,30,0.019744873046875
605,10,0.555555555555556,2500,5,"copula_score",9,26,22,0.290322580645161,0.559322033898305,37,0.0171020030975342
605,10,0.555555555555556,2500,5,"sem_score",10,16,21,0.32258064516129,0.728813559322034,28,0.370593070983887
605,10,0.555555555555556,2500,5,"mmhc_sem_01",5,9,26,0.161290322580645,0.847457627118644,27,0.151163101196289
605,10,0.555555555555556,2500,5,"mmhc_sem_05",5,12,26,0.161290322580645,0.796610169491525,29,0.193817853927612
605,10,0.555555555555556,2500,5,"mmhc_sem_01_raw",8,5,23,0.258064516129032,0.915254237288136,25,0.167499780654907
605,10,0.555555555555556,2500,5,"mmhc_sem_05_raw",9,7,22,0.290322580645161,0.88135593220339,23,0.244733095169067
605,10,0.555555555555556,2500,5,"mmhc_gauss_01",7,8,24,0.225806451612903,0.864406779661017,25,0.048245906829834
605,10,0.555555555555556,2500,5,"mmhc_gauss_05",5,12,26,0.161290322580645,0.796610169491525,28,0.117906093597412
606,10,0.555555555555556,2500,6,"copc",8,12,20,0.285714285714286,0.806451612903226,21,0.145112037658691
606,10,0.555555555555556,2500,6,"latent_pc",7,9,21,0.25,0.854838709677419,22,0.0679810047149658
606,10,0.555555555555556,2500,6,"tau_score",9,28,19,0.321428571428571,0.548387096774194,37,0.0201718807220459
606,10,0.555555555555556,2500,6,"copula_score",10,16,18,0.357142857142857,0.741935483870968,23,0.0139508247375488
606,10,0.555555555555556,2500,6,"sem_score",16,13,12,0.571428571428571,0.790322580645161,19,0.425341844558716
606,10,0.555555555555556,2500,6,"mmhc_sem_01",9,7,19,0.321428571428571,0.887096774193548,22,0.170650959014893
606,10,0.555555555555556,2500,6,"mmhc_sem_05",13,6,15,0.464285714285714,0.903225806451613,18,0.282297134399414
