"sim_id","p","s","n","rep","method","TP","FP","FN","SEN","SPE","SHD","runtime_sec"
1101,30,0.0689655172413793,5000,1,"copc",19,21,11,0.633333333333333,0.975,21,0.189100027084351
1101,30,0.0689655172413793,5000,1,"latent_pc",17,24,13,0.566666666666667,0.971428571428571,21,0.422905921936035
1101,30,0.0689655172413793,5000,1,"tau_score",21,100,9,0.7,0.880952380952381,99,0.135244131088257
1101,30,0.0689655172413793,5000,1,"copula_score",17,29,13,0.566666666666667,0.96547619047619,31,0.0877251625061035
1101,30,0.0689655172413793,5000,1,"sem_score",27,20,3,0.9,0.976190476190476,20,2.64104294776917
1101,30,0.0689655172413793,5000,1,"mmhc_sem_01",23,18,7,0.766666666666667,0.978571428571429,19,1.00856494903564
1101,30,0.0689655172413793,5000,1,"mmhc_sem_05",24,24,6,0.8,0.971428571428571,26,2.36153388023376
1101,30,0.0689655172413793,5000,1,"mmhc_sem_01_raw",25,5,5,0.833333333333333,0.994047619047619,0,0.842427968978882
1101,30,0.0689655172413793,5000,1,"mmhc_sem_05_raw",25,6,5,0.833333333333333,0.992857142857143,2,2.2975811958313
1101,30,0.0689655172413793,5000,1,"mmhc_gauss_01",26,15,4,0.866666666666667,0.982142857142857,19,0.472658157348633
1101,30,0.0689655172413793,5000,1,"mmhc_gauss_05",23,25,7,0.766666666666667,0.970238095238095,26,2.00611591339111
1102,30,0.0689655172413793,5000,2,"copc",21,21,18,0.538461538461538,0.974729241877256,16,0.29419207572937
1102,30,0.0689655172413793,5000,2,"latent_pc",23,27,16,0.58974358974359,0.967509025270758,25,2.74911499023438
1102,30,0.0689655172413793,5000,2,"tau_score",31,67,8,0.794871794871795,0.919374247894103,70,0.106399059295654
1102,30,0.0689655172413793,5000,2,"copula_score",18,26,21,0.461538461538462,0.968712394705174,30,0.0618391036987305
1102,30,0.0689655172413793,5000,2,"sem_score",30,23,9,0.769230769230769,0.972322503008424,23,2.76006197929382
1102,30,0.0689655172413793,5000,2,"mmhc_sem_01",28,19,11,0.717948717948718,0.977135980746089,25,3.63598608970642
1102,30,0.0689655172413793,5000,2,"mmhc_sem_05",27,26,12,0.692307692307692,0.968712394705174,33,9.47294402122498
1102,30,0.0689655172413793,5000,2,"mmhc_sem_01_raw",27,10,12,0.692307692307692,0.987966305655836,11,3.30930209159851
1102,30,0.0689655172413793,5000,2,"mmhc_sem_05_raw",26,12,13,0.666666666666667,0.985559566787004,14,8.18467402458191
1102,30,0.0689655172413793,5000,2,"mmhc_gauss_01",29,21,10,0.743589743589744,0.974729241877256,21,2.87339282035828
1102,30,0.0689655172413793,5000,2,"mmhc_gauss_05",29,30,10,0.743589743589744,0.963898916967509,33,8.3802900314331
1103,30,0.0689655172413793,5000,3,"copc",17,16,12,0.586206896551724,0.980975029726516,10,0.0542850494384766
1103,30,0.0689655172413793,5000,3,"latent_pc",20,22,9,0.689655172413793,0.97384066587396,25,0.20007586479187
1103,30,0.0689655172413793,5000,3,"tau_score",26,64,3,0.896551724137931,0.923900118906064,71,0.115251064300537
1103,30,0.0689655172413793,5000,3,"copula_score",15,22,14,0.517241379310345,0.97384066587396,24,0.068770170211792
1103,30,0.0689655172413793,5000,3,"sem_score",24,21,5,0.827586206896552,0.975029726516052,21,2.40728402137756
1103,30,0.0689655172413793,5000,3,"mmhc_sem_01",18,21,11,0.620689655172414,0.975029726516052,26,0.588990211486816
1103,30,0.0689655172413793,5000,3,"mmhc_sem_05",19,30,10,0.655172413793103,0.964328180737218,33,2.13546705245972
1103,30,0.0689655172413793,5000,3,"mmhc_sem_01_raw",25,6,4,0.862068965517241,0.992865636147443,4,0.54849100112915
1103,30,0.0689655172413793,5000,3,"mmhc_sem_05_raw",25,6,4,0.862068965517241,0.992865636147443,4,1.97376799583435
1103,30,0.0689655172413793,5000,3,"mmhc_gauss_01",25,16,4,0.862068965517241,0.980975029726516,20,0.215751886367798
1103,30,0.0689655172413793,5000,3,"mmhc_gauss_05",24,24,5,0.827586206896552,0.971462544589774,30,1.60693097114563
1104,30,0.0689655172413793,5000,4,"copc",8,22,14,0.363636363636364,0.974056603773585,18,0.0663938522338867
1104,30,0.0689655172413793,5000,4,"latent_pc",15,38,7,0.681818181818182,0.955188679245283,37,6.75227499008179
1104,30,0.0689655172413793,5000,4,"tau_score",16,80,6,0.727272727272727,0.905660377358491,84,0.110088109970093
1104,30,0.0689655172413793,5000,4,"copula_score",11,16,11,0.5,0.981132075471698,17,0.0513069629669189
1104,30,0.0689655172413793,5000,4,"sem_score",15,17,7,0.681818181818182,0.979952830188679,17,1.89092206954956
1104,30,0.0689655172413793,5000,4,"mmhc_sem_01",16,34,6,0.727272727272727,0.959905660377358,35,8.31004309654236
1104,30,0.0689655172413793,5000,4,"mmhc_sem_05",16,40,6,0.727272727272727,0.952830188679245,43,19.2306380271912
1104,30,0.0689655172413793,5000,4,"mmhc_sem_01_raw",17,5,5,0.772727272727273,0.994103773584906,4,7.70902705192566
1104,30,0.0689655172413793,5000,4,"mmhc_sem_05_raw",17,5,5,0.772727272727273,0.994103773584906,4,18.8997759819031
1104,30,0.0689655172413793,5000,4,"mmhc_gauss_01",17,35,5,0.772727272727273,0.95872641509434,37,7.38019108772278
1104,30,0.0689655172413793,5000,4,"mmhc_gauss_05",18,40,4,0.818181818181818,0.952830188679245,44,18.7059681415558
1105,30,0.0689655172413793,5000,5,"copc",11,25,20,0.354838709677419,0.970202622169249,22,0.161520004272461
1105,30,0.0689655172413793,5000,5,"latent_pc",12,39,19,0.387096774193548,0.953516090584029,43,3.6937358379364
1105,30,0.0689655172413793,5000,5,"tau_score",14,105,17,0.451612903225806,0.874851013110846,105,0.210824966430664
1105,30,0.0689655172413793,5000,5,"copula_score",21,18,10,0.67741935483871,0.978545887961859,25,0.0729861259460449
1105,30,0.0689655172413793,5000,5,"sem_score",18,26,13,0.580645161290323,0.969010727056019,26,2.48828601837158
1105,30,0.0689655172413793,5000,5,"mmhc_sem_01",15,32,16,0.483870967741935,0.961859356376639,37,4.32805800437927
