"sim_id","p","s","n","rep","method","TP","FP","FN","SEN","SPE","SHD","runtime_sec"
1001,30,0.0689655172413793,2500,1,"copc",10,25,18,0.357142857142857,0.970308788598575,26,0.176194906234741
1001,30,0.0689655172413793,2500,1,"latent_pc",18,22,10,0.642857142857143,0.973871733966746,22,0.295529127120972
1001,30,0.0689655172413793,2500,1,"tau_score",19,67,9,0.678571428571429,0.92042755344418,72,0.20083498954773
1001,30,0.0689655172413793,2500,1,"copula_score",12,28,16,0.428571428571429,0.966745843230404,32,0.0693721771240234
1001,30,0.0689655172413793,2500,1,"sem_score",15,27,13,0.535714285714286,0.967933491686461,30,1.53233504295349
1001,30,0.0689655172413793,2500,1,"mmhc_sem_01",21,15,7,0.75,0.982185273159145,20,0.504968166351318
1001,30,0.0689655172413793,2500,1,"mmhc_sem_05",20,23,8,0.714285714285714,0.972684085510689,27,1.55876111984253
1001,30,0.0689655172413793,2500,1,"mmhc_sem_01_raw",20,8,8,0.714285714285714,0.990498812351544,10,0.517029047012329
1001,30,0.0689655172413793,2500,1,"mmhc_sem_05_raw",20,9,8,0.714285714285714,0.989311163895487,11,1.61141800880432
1001,30,0.0689655172413793,2500,1,"mmhc_gauss_01",22,18,6,0.785714285714286,0.978622327790974,20,0.323249816894531
1001,30,0.0689655172413793,2500,1,"mmhc_gauss_05",22,27,6,0.785714285714286,0.967933491686461,31,1.45403385162354
1002,30,0.0689655172413793,2500,2,"copc",8,23,22,0.266666666666667,0.972619047619048,19,0.0895559787750244
1002,30,0.0689655172413793,2500,2,"latent_pc",16,21,14,0.533333333333333,0.975,16,0.171911954879761
1002,30,0.0689655172413793,2500,2,"tau_score",26,44,4,0.866666666666667,0.947619047619048,52,0.0940518379211426
1002,30,0.0689655172413793,2500,2,"copula_score",14,24,16,0.466666666666667,0.971428571428571,36,0.0587329864501953
1002,30,0.0689655172413793,2500,2,"sem_score",24,16,6,0.8,0.980952380952381,24,1.49699783325195
1002,30,0.0689655172413793,2500,2,"mmhc_sem_01",24,12,6,0.8,0.985714285714286,18,0.489055871963501
1002,30,0.0689655172413793,2500,2,"mmhc_sem_05",19,27,11,0.633333333333333,0.967857142857143,32,0.894695043563843
1002,30,0.0689655172413793,2500,2,"mmhc_sem_01_raw",23,7,7,0.766666666666667,0.991666666666667,11,0.383693933486938
1002,30,0.0689655172413793,2500,2,"mmhc_sem_05_raw",23,7,7,0.766666666666667,0.991666666666667,11,0.887813091278076
1002,30,0.0689655172413793,2500,2,"mmhc_gauss_01",28,9,2,0.933333333333333,0.989285714285714,17,0.183328866958618
1002,30,0.0689655172413793,2500,2,"mmhc_gauss_05",26,18,4,0.866666666666667,0.978571428571429,24,0.670480966567993
1003,30,0.0689655172413793,2500,3,"copc",8,18,17,0.32,0.978698224852071,17,0.0469138622283936
1003,30,0.0689655172413793,2500,3,"latent_pc",16,21,9,0.64,0.975147928994083,16,0.159367084503174
1003,30,0.0689655172413793,2500,3,"tau_score",21,37,4,0.84,0.956213017751479,37,0.0812859535217285
1003,30,0.0689655172413793,2500,3,"copula_score",13,16,12,0.52,0.981065088757396,17,0.0555379390716553
1003,30,0.0689655172413793,2500,3,"sem_score",16,21,9,0.64,0.975147928994083,22,1.2344069480896
1003,30,0.0689655172413793,2500,3,"mmhc_sem_01",22,12,3,0.88,0.985798816568047,10,0.369194030761719
1003,30,0.0689655172413793,2500,3,"mmhc_sem_05",18,24,7,0.72,0.971597633136095,26,0.764727830886841
1003,30,0.0689655172413793,2500,3,"mmhc_sem_01_raw",16,9,9,0.64,0.989349112426036,6,0.353470087051392
1003,30,0.0689655172413793,2500,3,"mmhc_sem_05_raw",16,10,9,0.64,0.988165680473373,7,0.766249895095825
1003,30,0.0689655172413793,2500,3,"mmhc_gauss_01",22,15,3,0.88,0.982248520710059,14,0.186732053756714
1003,30,0.0689655172413793,2500,3,"mmhc_gauss_05",22,19,3,0.88,0.977514792899408,18,0.589573860168457
1004,30,0.0689655172413793,2500,4,"copc",16,22,19,0.457142857142857,0.973652694610778,21,0.107028007507324
1004,30,0.0689655172413793,2500,4,"latent_pc",24,33,11,0.685714285714286,0.960479041916168,37,15.6463310718536
1004,30,0.0689655172413793,2500,4,"tau_score",24,154,11,0.685714285714286,0.815568862275449,153,0.217774868011475
1004,30,0.0689655172413793,2500,4,"copula_score",20,26,15,0.571428571428571,0.968862275449102,29,0.0816659927368164
1004,30,0.0689655172413793,2500,4,"sem_score",28,21,7,0.8,0.974850299401198,22,1.6398138999939
1004,30,0.0689655172413793,2500,4,"mmhc_sem_01",20,35,15,0.571428571428571,0.958083832335329,37,14.5578720569611
1004,30,0.0689655172413793,2500,4,"mmhc_sem_05",20,39,15,0.571428571428571,0.953293413173653,40,39.4175820350647
1004,30,0.0689655172413793,2500,4,"mmhc_sem_01_raw",26,9,9,0.742857142857143,0.989221556886228,6,14.3986330032349
1004,30,0.0689655172413793,2500,4,"mmhc_sem_05_raw",27,10,8,0.771428571428571,0.988023952095808,9,39.6071879863739
1004,30,0.0689655172413793,2500,4,"mmhc_gauss_01",21,36,14,0.6,0.95688622754491,38,14.686861038208
1004,30,0.0689655172413793,2500,4,"mmhc_gauss_05",22,41,13,0.628571428571429,0.950898203592814,43,39.16197514534
1005,30,0.0689655172413793,2500,5,"copc",15,25,23,0.394736842105263,0.969951923076923,29,0.176086902618408
1005,30,0.0689655172413793,2500,5,"latent_pc",24,29,14,0.631578947368421,0.965144230769231,34,0.677776098251343
1005,30,0.0689655172413793,2500,5,"tau_score",31,127,7,0.81578947368421,0.847355769230769,134,0.175967216491699
1005,30,0.0689655172413793,2500,5,"copula_score",17,32,21,0.447368421052632,0.961538461538462,41,0.0699639320373535
1005,30,0.0689655172413793,2500,5,"sem_score",26,26,12,0.68421052631579,0.96875,26,1.82352995872498
1005,30,0.0689655172413793,2500,5,"mmhc_sem_01",29,23,9,0.763157894736842,0.972355769230769,29,0.990316152572632
1005,30,0.0689655172413793,2500,5,"mmhc_sem_05",23,35,15,0.605263157894737,0.957932692307692,41,3.60165500640869
1005,30,0.0689655172413793,2500,5,"mmhc_sem_01_raw",28,6,10,0.736842105263158,0.992788461538462,8,1.05162787437439
1005,30,0.0689655172413793,2500,5,"mmhc_sem_05_raw",28,7,10,0.736842105263158,0.991586538461538,9,4.01846885681152
1005,30,0.0689655172413793,2500,5,"mmhc_gauss_01",29,24,9,0.763157894736842,0.971153846153846,31,0.921759843826294
1005,30,0.0689655172413793,2500,5,"mmhc_gauss_05",27,34,11,0.710526315789474,0.959134615384615,40,3.65491700172424
1006,30,0.0689655172413793,2500,6,"copc",9,26,19,0.321428571428571,0.969121140142518,15,0.10831880569458
1006,30,0.0689655172413793,2500,6,"latent_pc",12,30,16,0.428571428571429,0.96437054631829,31,0.213243007659912
1006,30,0.0689655172413793,2500,6,"tau_score",16,67,12,0.571428571428571,0.92042755344418,72,0.113032817840576
1006,30,0.0689655172413793,2500,6,"copula_score",13,25,15,0.464285714285714,0.970308788598575,29,0.0651071071624756
1006,30,0.0689655172413793,2500,6,"sem_score",20,22,8,0.714285714285714,0.973871733966746,25,1.62532091140747
1006,30,0.0689655172413793,2500,6,"mmhc_sem_01",18,22,10,0.642857142857143,0.973871733966746,28,0.478678941726685
1006,30,0.0689655172413793,2500,6,"mmhc_sem_05",13,35,15,0.464285714285714,0.958432304038005,40,1.1177818775177
1006,30,0.0689655172413793,2500,6,"mmhc_sem_01_raw",20,10,8,0.714285714285714,0.98812351543943,6,0.428696870803833
1006,30,0.0689655172413793,2500,6,"mmhc_sem_05_raw",20,10,8,0.714285714285714,0.98812351543943,6,1.1487090587616
1006,30,0.0689655172413793,2500,6,"mmhc_gauss_01",19,23,9,0.678571428571429,0.972684085510689,24,0.230802059173584
